"192t5547","68","21.51","","","шт","0","2013-06-19 11:31:29"
"192t5570","68","19.98",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5571","68","21.51","","","шт","0","2013-06-19 11:31:29"
"192t5572","68","19.98",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5573","68","21.51","","","шт","0","2013-06-19 11:31:29"
"192t5578","68","11.08",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5579","68","11.08",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5580","68","11.08",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5581","68","11.08",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5582","68","11.08",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5583","68","11.08",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5584","68","17.56","","","шт","0","2013-06-19 11:31:29"
"192t5585","68","17.56","","","шт","0","2013-06-19 11:31:29"
"192t5586","68","17.56","","","шт","0","2013-06-19 11:31:29"
"192t5587","68","11.14",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5588","68","11.71","","","шт","11","2013-06-19 11:31:29"
"192t5589","68","11.14",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5590","68","11.71","","","шт","27","2013-06-19 11:31:29"
"192t5591","68","11.14",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5592","68","11.71","","","шт","63","2013-06-19 11:31:29"
"192t5593","68","11.14",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5607","68","23.00",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5608","68","23.00",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5609","68","23.00",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5618","68","68.51",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5622","68","79.40",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5623","68","163.15",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5624","68","163.15",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5633","68","17.29",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5635","68","17.29",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5637","68","21.13",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5639","68","27.53",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5640","68","27.53",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5643","68","49.52","","","шт","0","2013-06-19 11:31:29"
"192t5644","68","62.75",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5645","68","20.49","","","шт","15","2013-06-19 11:31:29"
"192t5646","68","46.10",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5648","68","20.49","","","шт","31","2013-06-19 11:31:29"
"192t5649","68","20.49","","","шт","0","2013-06-19 11:31:29"
"192t5650","68","49.22","","","шт","11","2013-06-19 11:31:29"
"192t5651","68","49.06","","","шт","0","2013-06-19 11:31:29"
"192t5653","68","47.58",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5654","68","47.58",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5655","68","58.57","","","шт","15","2013-06-19 11:31:29"
"192t5656","68","54.71",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5657","68","58.27",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5658","68","58.27",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5659","68","24.97",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5664","68","19.02","","","шт","0","2013-06-19 11:31:29"
"192t5668","68","58.91",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5670","68","81.96",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5671","68","81.96",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5672","68","86.91","","","шт","0","2013-06-19 11:31:29"
"192t5673","68","81.96",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5674","68","68.90",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5675","68","73.89","","","шт","5","2013-06-19 11:31:29"
"192t5676","68","68.90",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5677","68","73.89","","","шт","0","2013-06-19 11:31:29"
"192t5678","68","68.90",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5679","68","68.90",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5680","68","73.89","","","шт","0","2013-06-19 11:31:29"
"192t5681","68","73.89","","","шт","9","2013-06-19 11:31:29"
"192t5682","68","68.90",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5683","68","73.89","","","шт","0","2013-06-19 11:31:29"
"192t5684","68","85.16","","","шт","1","2013-06-19 11:31:29"
"192t5685","68","79.40",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5686","68","79.40",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5687","68","91.57",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5688","68","91.57",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5689","68","91.57",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5690","68","91.57",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5692","68","117.82",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5693","68","117.82",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5694","68","32.66",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5695","68","32.66",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5696","68","32.66",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5697","68","58.91",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5698","68","22.41",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5699","68","22.41",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5700","68","22.41",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5701","68","6.48","","","шт","53","2013-06-19 11:31:29"
"192t5703","68","6.48","","","шт","44","2013-06-19 11:31:29"
"192t5705","68","7.20","","","шт","56","2013-06-19 11:31:29"
"192t5707","68","7.20","","","шт","36","2013-06-19 11:31:29"
"192t5709","68","10.10","","","шт","40","2013-06-19 11:31:29"
"192t5710","68","9.48",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5711","68","9.48",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5712","68","10.50",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5713","68","10.50",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5714","68","10.50",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5715","68","11.37","","","шт","0","2013-06-19 11:31:29"
"192t5716","68","13.00",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5717","68","19.85",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5718","68","19.64","","","шт","21","2013-06-19 11:31:29"
"192t5719","68","27.07","","","шт","0","2013-06-19 11:31:29"
"192t5720","68","33.30",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5721","68","33.30",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"187t5760","68","4.71","","","шт","0","2013-06-19 11:31:29"
"187t5761","68","4.71","","","шт","248","2013-06-19 11:31:29"
"187t5762","68","5.04","","","шт","0","2013-06-19 11:31:29"
"187t5763","68","4.65","","","шт","257","2013-06-19 11:31:29"
"187t5764","68","4.65","","","шт","179","2013-06-19 11:31:29"
"187t5765","68","4.69","","","шт","4","2013-06-19 11:31:29"
"187t5771","68","5.71","","","шт","35","2013-06-19 11:31:29"
"187t5772","68","5.31","","","шт","321","2013-06-19 11:31:29"
"187t5773","68","5.31","","","шт","100","2013-06-19 11:31:29"
"187t5774","68","5.71","","","шт","50","2013-06-19 11:31:29"
"187t5775","68","5.31","","","шт","199","2013-06-19 11:31:29"
"187t5776","68","5.31","","","шт","114","2013-06-19 11:31:29"
"188t5783","68","15.77","","","шт","0","2013-06-19 11:31:29"
"188t5784","68","7.04","","","шт","0","2013-06-19 11:31:29"
"188t5785","68","6.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"188t5786","68","7.25","","","шт","0","2013-06-19 11:31:29"
"188t5787","68","7.25","","","шт","0","2013-06-19 11:31:29"
"188t5795","68","16.01","","","шт","0","2013-06-19 11:31:29"
"188t5796","68","16.01","","","шт","0","2013-06-19 11:31:29"
"188t5797","68","16.01","","","шт","0","2013-06-19 11:31:29"
"188t5798","68","16.01","","","шт","0","2013-06-19 11:31:29"
"188t5799","68","16.01","","","шт","0","2013-06-19 11:31:29"
"188t5800","68","16.01","","","шт","0","2013-06-19 11:31:29"
"188t5801","68","16.01","","","шт","0","2013-06-19 11:31:29"
"188t5802","68","16.01","","","шт","0","2013-06-19 11:31:29"
"188t5808","68","26.09","","","шт","0","2013-06-19 11:31:29"
"193t8943","68","71.57","","","шт","6","2013-06-19 11:31:29"
"188t14151","68","7.04","","","шт","0","2013-06-19 11:31:29"
"187t14154","68","4.10","","","шт","0","2013-06-19 11:31:29"
"187t14158","68","3.94","","","шт","60","2013-06-19 11:31:29"
"187t14161","68","3.94","","","шт","276","2013-06-19 11:31:29"
"192t14170","68","37.14",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t14171","68","23.05",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t14172","68","23.05",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t14173","68","23.05",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t14174","68","23.05",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"188t14266","68","26.09","","","шт","0","2013-06-19 11:31:29"
"192t5574","68","28.70",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5575","68","28.70",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5576","68","28.70",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5577","68","28.70",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5594","68","28.40",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5595","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5596","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5597","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5598","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5599","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5600","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5601","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5602","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5603","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5604","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5605","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5606","68","33.62",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5610","68","23.00",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5611","68","23.00",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5612","68","23.00",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5613","68","23.00",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5614","68","23.00",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5615","68","23.00",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"192t5616","68","24.67","","","шт","0","2013-06-19 11:31:29"
"192t5617","68","23.00",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5726","68","148.55",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5727","68","20.80",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5728","68","19.44",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5730","68","19.44",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5732","68","20.85","","","шт","0","2013-06-19 11:31:29"
"190t5733","68","19.44",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5734","68","21.73",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5735","68","20.85","","","шт","0","2013-06-19 11:31:29"
"190t5736","68","20.85","","","шт","9","2013-06-19 11:31:29"
"190t5737","68","19.44",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5738","68","21.73",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5739","68","22.15","","","шт","0","2013-06-19 11:31:29"
"190t5740","68","22.15","","","шт","10","2013-06-19 11:31:29"
"190t5741","68","21.73",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5742","68","21.73","","","шт","10","2013-06-19 11:31:29"
"190t5744","68","21.73",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5745","68","21.89","","","шт","6","2013-06-19 11:31:29"
"190t5746","68","21.89",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5747","68","21.89",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5748","68","21.89","","","шт","10","2013-06-19 11:31:29"
"190t5749","68","21.89",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5750","68","22.15","","","шт","0","2013-06-19 11:31:29"
"190t5832","68","35.16","","","шт","0","2013-06-19 11:31:29"
"190t5833","68","34.09",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5834","68","35.16","","","шт","36","2013-06-19 11:31:29"
"190t5835","68","35.16","","","шт","10","2013-06-19 11:31:29"
"190t5836","68","34.09",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5837","68","37.04","","","шт","104","2013-06-19 11:31:29"
"190t5838","68","37.04","","","шт","34","2013-06-19 11:31:29"
"190t5839","68","35.92",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5840","68","38.06","","","шт","147","2013-06-19 11:31:29"
"190t5841","68","38.06","","","шт","43","2013-06-19 11:31:29"
"190t5842","68","36.91",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5843","68","35.78",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5844","68","36.90","","","шт","0","2013-06-19 11:31:29"
"190t5845","68","35.78",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5846","68","36.90","","","шт","8","2013-06-19 11:31:29"
"190t5847","68","36.90","","","шт","7","2013-06-19 11:31:29"
"190t5848","68","35.78",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5849","68","39.51","","","шт","14","2013-06-19 11:31:29"
"190t5850","68","39.51","","","шт","0","2013-06-19 11:31:29"
"190t5851","68","38.32",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5852","68","39.51","","","шт","0","2013-06-19 11:31:29"
"190t5853","68","39.51","","","шт","0","2013-06-19 11:31:29"
"190t5854","68","38.32",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5858","68","113.08",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5859","68","115.90",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5860","68","115.90",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5867","68","102.71",\N,\N,"штука",\N,"2013-06-19 11:31:29"
"190t5868","68","102.71",\N,\N,"штука",\N,"2013-06-19 11:31:29"
